period	cc	year	GG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20	cc21	cc22	cc23	cc24	cc25	cc26	cc27	cc28	cc29	cc30	cc31	cc32	cc33	cc34	cc35	cc36	cc37	cc38	cc39	cc40	cc41	cc42	cc43	cc44	cc45	cc46	cc47	cc48	cc49	cc50	cc51	cc52	cc53	cc54	cc55	cc56	cc57	cc58	cc59	cc60	cc61	cc62	cc63	cc64	cc65	cc66	cc67	cc68	cc69	cc70	cc71	cc72	cc73	cc74	cc75	cc76	cc77	cc78	cc79	cc80	cc81	cc82	cc83	cc84	cc85	cc86	cc87	cc88	cc89	cc90	cc91
5	191	1993	41.826931	91.766808	0	11.424094	16.116085	28.270544	21.599804	49.831402	0	58.700436	53.800087	55.39888	9.7127247	7.922976	10	10	0	0	1	100036755456	95.556641	0	11.424094	16.110056	33.573185	19.913622	46.868198	0	62.521107	48.375271	54.288021	8.4476261	13.07436	10	10	0	0	1	55651692544	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	191	1998	41.795017	91.775223	0	11.424094	16.118095	24.774332	23.230469	53.083	0	64.742104	55.929451	52.22908	10.172276	3.3227799	10	10	0	0	1	117711740928	91.766808	0	11.424094	16.116085	28.270544	21.599804	49.831402	0	58.700436	53.800087	55.39888	9.7127247	7.922976	10	10	0	0	1	100036755456	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	191	2003	44.046703	91.466431	0	11.424028	16.156219	23.39784	24.821817	56.3046	2	64.217461	58.669827	56.263081	10.875661	3.06317	10	10	0	0	1	158365679616	91.775223	0	11.424094	16.118095	24.774332	23.230469	53.083	0	64.742104	55.929451	52.22908	10.172276	3.3227799	10	10	0	0	1	117711740928	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	191	2008	46.756615	90.922379	0	11.423766	16.213406	22.835609	26.189816	59.333599	0	70.102745	59.18964	75.938538	11.566392	1.748106	10	10	0	0	1	237597065216	91.466431	0	11.424028	16.156219	23.39784	24.821817	56.3046	2	64.217461	58.669827	56.263081	10.875661	3.06317	10	10	0	0	1	158365679616	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	198	1993	19.347149	100	4.4000001	10.113343	15.623633	100.09985	4.578958	7.1427999	-4.5263715	34.039108	36.070141	75.394417	5.4841566	20.918116	-6.5999999	1	1	.80000001	6.4000001	1686260608	100	.60000002	10.113343	15.740412	100.51566	4.2726855	5.2723999	3.3880575	19.439466	29.242334	29.46814	5.3081551	2.9255033	-7	1	1	1	6	2483058176	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	213	2003	20.629456	100	0	12.168007	16.15218	85.058746	4.8061886	40.8106	2.2020202	67.140099	40.560822	57.5578	6.9903879	1.8879091	8	9	1	1	2.2	6808070656	97.513107	0	12.168007	16.01652	88.327065	4.8515201	40.055	2.619242	62.165398	42.040161	80.512222	6.4783993	2.2825191	.80000001	9	1	1	3.8	4917435392	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	217	1983	9.9750509	100	0	11.17913	15.032785	74.92733	5.0675125	30.583401	2.3907244	30.038713	62.160969	76.611656	4.4658222	31.059181	-7	1	1	1	4.8000002	1489256320	100	0	11.17913	14.926808	72.525452	5.2410655	28.1654	2.7157688	51.903214	60.929844	57.167301	4.2754607	11.481654	-6.5999999	1.4	1	1	5.1999998	999812544	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	217	1988	6.7461877	100	0	11.17913	15.149818	76.675049	4.8052912	32.4468	2.1352324	33.655441	63.062019	118.02962	1.4956455	88.110382	-7	1	1	1	5.4000001	1012764224	100	0	11.17913	15.032785	74.92733	5.0675125	30.583401	2.3907244	30.038713	62.160969	76.611656	4.4658222	31.059181	-7	1	1	1	4.8000002	1489256320	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	217	1993	11.067957	100	3	11.17913	15.186614	76.731171	4.4441242	33.8624	-.48780489	47.153107	58.021763	185.368	4.2448506	59.236382	-6.8000002	1.2	1	.40000001	6.8000002	1072852800	100	0	11.17913	15.149818	76.675049	4.8052912	32.4468	2.1352324	33.655441	63.062019	118.02962	1.4956455	88.110382	-7	1	1	1	5.4000001	1012764224	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	217	1998	10.472919	100	3	11.17913	15.196616	76.316055	3.9582474	35.2626	1.0128205	43.109138	51.001068	194.18021	4.3669486	15.216662	.80000001	6	1	0	4.1999998	1008549952	100	3	11.17913	15.186614	76.731171	4.4441242	33.8624	-.48780489	47.153107	58.021763	185.368	4.2448506	59.236382	-6.8000002	1.2	1	.40000001	6.8000002	1072852800	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	219	1978	15.460976	100	0	6.5072775	14.665443	44.138111	6.7571802	100	.86956519	351.37241	41.968895	77.860779	8.0384216	4.568296	-2	2	0	1	5	8480470016	100	0	6.5072775	14.603555	57.916557	6.2301807	100	1.8614719	266.49365	43.411835	48.975441	7.0101829	8.3256779	-2	2	0	1	5	4117996288	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	219	1983	17.401379	100	0	6.5072775	14.762882	36.344074	7.2820935	100	2.402564	346.12256	45.218143	69.677597	9.1409225	2.5915189	-2	2	0	1	4	17155529728	100	0	6.5072775	14.665443	44.138111	6.7571802	100	.86956519	351.37241	41.968895	77.860779	8.0384216	4.568296	-2	2	0	1	5	8480470016	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	219	1988	21.432314	100	0	6.5072775	14.872965	31.082081	7.5653825	100	2.1446817	335.07697	45.6008	80.827423	9.9353218	2.7292297	-2	2	0	1	4	27309709312	100	0	6.5072775	14.762882	36.344074	7.2820935	100	2.402564	346.12256	45.218143	69.677597	9.1409225	2.5915189	-2	2	0	1	4	17155529728	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	219	1993	16.994396	100	0	6.5072775	15.008513	30.318768	8.3153934	100	3.1311238	323.89099	44.70369	72.785881	10.868979	3.1589324	-2	2	0	1	4.5999999	63825903616	100	0	6.5072775	14.872965	31.082081	7.5653825	100	2.1446817	335.07697	45.6008	80.827423	9.9353218	2.7292297	-2	2	0	1	4	27309709312	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	219	1998	18.434422	100	0	6.5072775	15.13956	30.790695	9.7328787	100	2.7225339	340.00003	47.519485	78.224663	11.558528	.197972	-2	2	0	1	4.8000002	91903827968	100	0	6.5072775	15.008513	30.318768	8.3153934	100	3.1311238	323.89099	44.70369	72.785881	10.868979	3.1589324	-2	2	0	1	4.5999999	63825903616	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	219	2003	17.716343	100	0	6.5249615	15.230966	28.504137	11.295621	100	1.4756098	389.98587	48.742851	97.291878	12.10414	.25537199	-2	2	0	1	5	102905257984	100	0	6.5072775	15.13956	30.790695	9.7328787	100	2.7225339	340.00003	47.519485	78.224663	11.558528	.197972	-2	2	0	1	4.8000002	91903827968	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	219	2008	15.670654	100	0	6.547925	15.374461	25.075212	11.953768	100	3.4771059	409.4313	50.204529	96.150757	13.020879	1.9128784	-2	2	0	1	5	185312919552	100	0	6.5249615	15.230966	28.504137	11.295621	100	1.4756098	389.98587	48.742851	97.291878	12.10414	.25537199	-2	2	0	1	5	102905257984	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	220	2003	40.81712	92.887772	0	10.781079	15.501909	25.985134	16.091743	55.831001	0	153.13316	36.580135	39.215141	9.4961605	4.4862418	9	9	0	0	1	33714055168	92.981194	0	10.781037	15.501909	31.533939	16.08005	56.354599	0	127.85218	33.075825	21.812599	7.942729	6.4410338	8.1999998	8.1999998	0	0	1.6	21181231104	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	220	2008	38.406422	88.578743	0	10.780958	15.509249	21.797804	16.306122	55.125599	0	164.70816	36.519199	33.01162	10.724463	1.2451302	10	10	0	0	1	79867559936	92.887772	0	10.781079	15.501909	25.985134	16.091743	55.831001	0	153.13316	36.580135	39.215141	9.4961605	4.4862418	9	9	0	0	1	33714055168	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	225	1978	26.43301	79.561287	0	13.997832	17.132639	75.661606	5.7010508	48.298599	2.3099716	58.776249	66.369865	41.535599	9.3713055	14.66204	4	2	0	0	4.8000002	51160305664	100	0	13.997832	17.009226	76.67527	6.0273228	47.988998	2.6119895	51.726444	66.516701	37.380939	8.9562578	12.379402	4	2	0	0	4.25	28341223424	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	225	1983	31.594927	76.935448	1.8	13.997832	17.261793	73.193695	5.5417476	48.993198	2.0706077	52.17775	65.889565	27.400261	9.4322472	13.750552	4	2	0	0	5	75103617024	79.561287	0	13.997832	17.132639	75.661606	5.7010508	48.298599	2.3099716	58.776249	66.369865	41.535599	9.3713055	14.66204	4	2	0	0	4.8000002	51160305664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	225	1988	33.8009	82.492805	3	13.997832	17.376011	69.341652	5.5130944	50.971001	2.4644573	49.14782	65.409271	32.342281	9.0963945	15.90454	4.1999998	2.2	0	0	5.1999998	90178846720	76.935448	1.8	13.997832	17.261793	73.193695	5.5417476	48.993198	2.0706077	52.17775	65.889565	27.400261	9.4322472	13.750552	4	2	0	0	5	75103617024	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	225	1993	41.812653	74.309692	3	13.997832	17.498945	62.583954	5.5541649	53.506401	2.1938405	40.998978	63.858246	40.551041	9.3684702	12.646022	7.4000001	7	0	0	3.5999999	134316335104	82.492805	3	13.997832	17.376011	69.341652	5.5130944	50.971001	2.4644573	49.14782	65.409271	32.342281	9.0963945	15.90454	4.1999998	2.2	0	0	5.1999998	90178846720	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	225	1998	35.761593	82.03833	.60000002	13.997832	17.590292	55.897095	5.7488475	55.929001	2.4419322	49.396671	65.862312	45.028141	10.081976	7.9578638	9	9	0	0	1	138906697728	74.309692	3	13.997832	17.498945	62.583954	5.5541649	53.506401	2.1938405	40.998978	63.858246	40.551041	9.3684702	12.646022	7.4000001	7	0	0	3.5999999	134316335104	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	225	2003	35.296547	82.732819	0	13.997832	17.65687	51.046528	6.1660695	58.310001	1.7593044	56.002754	69.550903	37.570919	10.752483	7.1566439	9	9	0	0	1	172847792128	82.03833	.60000002	13.997832	17.590292	55.897095	5.7488475	55.929001	2.4419322	49.396671	65.862312	45.028141	10.081976	7.9578638	9	9	0	0	1	138906697728	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	227	1978	23.427519	93.336594	0	13.121423	17.420948	42.553699	17.331779	71.501404	.55555558	29.229918	39.85622	15.05266	9.0407658	18.158079	6.5999999	9	.40000001	1	2.5999999	166356697088	100	0	13.121851	17.370695	44.376289	16.189651	68.157204	1.1596639	28.347075	40.542217	9.3667936	8.3194523	12.188088	-6.1999998	1	1	1	5	77090283520	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	227	1983	32.677044	84.182129	0	13.121255	17.453096	38.291008	18.199759	73.643402	.54054052	38.808056	34.322918	31.332541	9.3818693	11.455576	9.8000002	9.8000002	0	1	1.4	178556600320	93.336594	0	13.121423	17.420948	42.553699	17.331779	71.501404	.55555558	29.229918	39.85622	15.05266	9.0407658	18.158079	6.5999999	9	.40000001	1	2.5999999	166356697088	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	227	1988	39.586281	77.679565	0	13.121243	17.479073	32.36869	19.714756	74.895798	.52631581	36.238995	34.884785	41.865082	10.553315	7.3963141	10	10	0	1	1	370686984192	84.182129	0	13.121255	17.453096	38.291008	18.199759	73.643402	.54054052	38.808056	34.322918	31.332541	9.3818693	11.455576	9.8000002	9.8000002	0	1	1.4	178556600320	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	227	1993	48.959644	72.728798	0	13.121243	17.479073	26.467257	21.809082	75.653999	0	38.925385	43.306057	53.2747	11.403737	5.3992238	10	10	0	1	1	556073222144	77.679565	0	13.121243	17.479073	32.36869	19.714756	74.895798	.52631581	36.238995	34.884785	41.865082	10.553315	7.3963141	10	10	0	1	1	370686984192	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	227	1998	40.882786	82.24437	0	13.121066	17.504391	22.530853	23.989828	76.099602	.51282054	53.68708	41.911037	63.8591	11.696032	2.8818021	10	10	0	1	1	601613860864	72.728798	0	13.121243	17.479073	26.467257	21.809082	75.653999	0	38.925385	43.306057	53.2747	11.403737	5.3992238	10	10	0	1	1	556073222144	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	227	2003	38.548771	70.555687	0	13.120378	17.552954	21.139563	24.57781	76.525398	1.9291116	56.769028	37.203991	49.206699	12.611157	4.2188978	10	10	0	1	1	869446123520	82.24437	0	13.121066	17.504391	22.530853	23.989828	76.099602	.51282054	53.68708	41.911037	63.8591	11.696032	2.8818021	10	10	0	1	1	601613860864	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	227	2008	41.889668	67.095589	0	13.120157	17.626471	21.538452	24.581209	77.050797	1.3337725	56.907059	38.162067	45.781898	13.263403	1.987766	10	10	0	1	1	1426533384192	70.555687	0	13.120378	17.552954	21.139563	24.57781	76.525398	1.9291116	56.769028	37.203991	49.206699	12.611157	4.2188978	10	10	0	1	1	869446123520	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	228	1978	26.917282	100	0	11.046276	16.495964	60.99749	7.1775374	19.0606	2.9670329	69.376328	52.084904	65.637939	4.4107814	14.191874	6.8000002	7	0	.60000002	2	3740843008	100	0	11.046276	16.410103	66.237709	6.7419143	19.495399	0	50.748402	44.130199	43.348801	4.863802	10.588586	8	7	0	1	2	3253808640	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	228	1983	26.938793	100	3	11.046276	16.575191	57.387768	7.8579969	18.302	1.3333334	68.651917	48.160938	75.106079	5.5735126	14.155503	5.1999998	6.1999998	.60000002	0	2.5999999	5334273024	100	0	11.046276	16.495964	60.99749	7.1775374	19.0606	2.9670329	69.376328	52.084904	65.637939	4.4107814	14.191874	6.8000002	7	0	.60000002	2	3740843008	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	228	1988	26.581858	100	8.1999998	11.046276	16.636599	53.122208	8.6392918	17.513	1.25	62.647282	41.240929	95.058723	6.0879693	10.954454	5	6	1	0	3.4000001	7044552704	100	3	11.046276	16.575191	57.387768	7.8579969	18.302	1.3333334	68.651917	48.160938	75.106079	5.5735126	14.155503	5.1999998	6.1999998	.60000002	0	2.5999999	5334273024	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	228	1993	26.827017	100	5	11.046276	16.705883	47.77816	9.382679	16.743601	1.1764706	73.413979	45.40612	93.057259	6.7641816	9.7972383	5	6	1	0	4	11112731648	100	8.1999998	11.046276	16.636599	53.122208	8.6392918	17.513	1.25	62.647282	41.240929	95.058723	6.0879693	10.954454	5	6	1	0	3.4000001	7044552704	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
