period	cc	year	CG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	cc3	cc10	cc13	cc14	cc27	cc32	cc34	cc44	cc45	cc51	cc56	cc59	cc63	cc68	cc71	cc73	cc74	cc75	cc79	cc82	cc83	cc84	cc93	cc96	cc101	cc112	cc113	cc114	cc116	cc118	cc119	cc121	cc122	cc123	cc125	cc136	cc143	cc144	cc145	cc152	cc154	cc158	cc161	cc164	cc166	cc167	cc171	cc172	cc174	cc178	cc180	cc183	cc186	cc187	cc188	cc191	cc217	cc219	cc220	cc225	cc227	cc228	cc233	cc234	cc240	cc246	cc247	cc248	cc256	cc257	cc258	cc262	cc274
4	187	2005.5	18.175852	95.816872	0	14.077875	17.136412	50.771881	8.8534679	75.1987	1.1121286	42.929672	48.607201	33.297199	9.907464	3.2745905	9	9	1	0	1.9	8.0628214	88.759277	0	14.077875	16.992346	60.155903	7.5423136	71.168297	1.7059947	30.482435	48.564976	41.294109	8.425024	56.715107	1.7	5.6666665	1	0	4.5999999	7.5827112	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	188	1985.5	11.231663	89.239365	6	12.605419	17.819685	76.847412	5.7475624	43.596199	2.8130934	46.026604	56.044373	54.0392	7.0766625	14.769757	0	4.4444447	1	1	3.5999999	6.5719848	95.572372	5.4000001	12.605506	17.540407	84.645042	5.9524093	35.620098	2.7045953	40.976898	57.15131	18.03582	6.4344964	13.469633	-7.9000001	1.5	1	1	4.8888888	6.0308623	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	188	1995.5	17.054808	98.270218	6	12.605419	18.063385	69.565666	5.4135175	48.259998	2.3247762	78.710815	56.545692	53.83564	8.8115282	9.7395878	8	8.8000002	1	1	2.4000001	6.9482045	89.239365	6	12.605419	17.819685	76.847412	5.7475624	43.596199	2.8130934	46.026604	56.044373	54.0392	7.0766625	14.769757	0	4.4444447	1	1	3.5999999	6.5719848	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	188	2005.5	17.436876	100	3	12.605419	18.271963	61.942036	5.7024012	48.2089	1.776302	89.856674	44.540794	55.358479	9.6864338	4.6841989	8	9	1	1	2.9000001	7.2229214	98.270218	6	12.605419	18.063385	69.565666	5.4135175	48.259998	2.3247762	78.710815	56.545692	53.83564	8.8115282	9.7395878	8	8.8000002	1	1	2.4000001	6.9482045	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	191	1995.5	38.369484	91.771019	0	11.424094	16.11709	26.522438	22.415136	51.457199	0	61.721272	54.864769	53.81398	9.9425011	5.6228781	10	10	0	0	1	9.290493	97.77832	0	11.424094	16.111061	36.164036	19.265306	45.580502	.20305091	61.456913	49.081821	49.954189	7.7791305	17.46866	9.8999996	10	.2	0	1.2	8.2737522	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	191	2005.5	41.39875	91.194405	0	11.423898	16.184813	23.116724	25.505816	57.819099	1	67.160103	58.929733	66.100807	11.221026	2.405638	10	10	0	0	1	9.7931013	91.771019	0	11.424094	16.11709	26.522438	22.415136	51.457199	0	61.721272	54.864769	53.81398	9.9425011	5.6228781	10	10	0	0	1	9.290493	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	217	1985.5	8.3606195	100	0	11.17913	15.091302	75.801186	4.9364018	31.5151	2.2629786	31.847076	62.611492	97.320641	2.9807339	59.584782	-7	1	1	1	5.0999999	5.8276272	100	0	11.17913	14.871284	71.856247	5.215219	26.789499	2.5128701	54.183857	60.929844	47.233711	3.7281604	10.268403	-6.3000002	1.7	1	1	5.3333335	5.579989	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	217	1995.5	10.844818	100	3	11.17913	15.191615	76.523613	4.2011862	34.5625	.26250783	45.131123	54.511417	189.77409	4.3058996	37.226521	-3	2	1	.2	5.5	5.5623178	100	0	11.17913	15.091302	75.801186	4.9364018	31.5151	2.2629786	31.847076	62.611492	97.320641	2.9807339	59.584782	-7	1	1	1	5.0999999	5.8276272	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	219	1985.5	19.416847	100	0	6.5072775	14.817924	33.713078	7.423738	100	2.2736228	340.59976	45.409473	75.25251	9.5381222	2.6603742	-2	2	0	1	4	8.9611559	100	0	6.5072775	14.634499	51.027336	6.4936805	100	1.3655186	308.93304	42.610203	63.41811	7.5243025	6.4469872	-2	2	0	1	5	7.8201156	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	219	1995.5	17.714409	100	0	6.5072775	15.074037	30.554731	9.0241356	100	2.9268289	331.9455	46.111588	75.505272	11.213754	1.6784523	-2	2	0	1	4.6999998	9.9726038	100	0	6.5072775	14.817924	33.713078	7.423738	100	2.2736228	340.59976	45.409473	75.25251	9.5381222	2.6603742	-2	2	0	1	4	8.9611559	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	219	2005.5	16.693499	100	0	6.5364432	15.302713	26.789675	11.624694	100	2.4763577	399.70859	49.392487	96.721321	12.56251	1.0841252	-2	2	0	1	5	10.33831	100	0	6.5072775	15.074037	30.554731	9.0241356	100	2.9268289	331.9455	46.111588	75.505272	11.213754	1.6784523	-2	2	0	1	4.6999998	9.9726038	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	220	2005.5	35.976448	90.733253	0	10.781019	15.505579	23.89147	16.198933	55.478298	0	158.92065	36.549667	36.11338	10.110312	2.8656862	9.5	9.5	0	0	1	9.1348314	92.981194	0	10.781037	15.496302	34.244625	16.008879	56.4366	.18867925	121.27713	31.314875	21.673201	7.4977279	13.137164	7.75	7.75	0	0	1.875	8.0837688	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	225	1985.5	26.100065	79.714127	2.4000001	13.997832	17.318903	71.267677	5.527421	49.982101	2.2675323	50.662785	65.649422	29.871269	9.2643213	14.827546	4.0999999	2.0999999	0	0	5.0999999	7.8026333	88.645164	0	13.997832	17.070932	76.168442	5.8641868	48.143799	2.4609804	55.251347	66.43512	39.458271	9.1637821	13.520721	4	2	0	0	4.5555553	7.2525873	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3	225	1995.5	30.148144	77.744644	1.8	13.997832	17.544619	59.240524	5.6515064	54.717701	2.3178864	45.197826	64.860275	42.789589	9.7252226	10.301943	8.1999998	8.25	0	0	2.3	8.0939579	79.714127	2.4000001	13.997832	17.318903	71.267677	5.527421	49.982101	2.2675323	50.662785	65.649422	29.871269	9.2643213	14.827546	4.0999999	2.0999999	0	0	5.0999999	7.8026333	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	225	2005.5	30.528713	82.837425	0	13.997832	17.68408	49.205112	6.482224	59.470001	1.4920672	59.335979	69.550903	34.381191	11.146	7.4421449	9	9	0	0	1.5	8.4267149	77.744644	1.8	13.997832	17.544619	59.240524	5.6515064	54.717701	2.3178864	45.197826	64.860275	42.789589	9.7252226	10.301943	8.1999998	8.25	0	0	2.3	8.0939579	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	227	1985.5	29.035294	80.930847	0	13.121249	17.466084	35.329849	18.957258	74.2696	.53342819	37.523525	34.603851	36.598808	9.9675922	9.4259453	9.8999996	9.8999996	0	1	1.2	8.7902269	96.298103	0	13.121637	17.395823	43.464993	16.760715	69.8293	.85760969	28.788496	40.113468	12.209727	8.680109	15.173084	.2	4.4285712	.69999999	1	3.6666667	8.0147676	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3	227	1995.5	34.5597	77.486588	0	13.121155	17.491732	24.499054	22.899456	75.876801	.25641027	46.306232	42.608547	58.566898	11.549884	4.1405129	10	10	0	1	1	9.5900698	80.930847	0	13.121249	17.466084	35.329849	18.957258	74.2696	.53342819	37.523525	34.603851	36.598808	9.9675922	9.4259453	9.8999996	9.8999996	0	1	1.2	8.7902269	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4	227	2005.5	27.6703	68.825638	0	13.120267	17.589712	21.339006	24.57951	76.788101	1.6314421	56.838043	37.683029	47.494301	12.93728	3.103332	10	10	0	1	1	10.133601	77.486588	0	13.121155	17.491732	24.499054	22.899456	75.876801	.25641027	46.306232	42.608547	58.566898	11.549884	4.1405129	10	10	0	1	1	9.5900698	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3	228	1995.5	25.828924	100	5	11.046276	16.722103	44.695965	9.4663324	16.372499	1.1437908	76.046654	46.56002	91.188683	7.1246963	8.9382324	5	6	1	0	3.5	6.5834441	100	5.5999999	11.046276	16.605896	55.25499	8.2486439	17.907499	1.2916666	65.649597	44.700932	85.082397	5.8307409	12.554978	5.0999999	6.0999999	.80000001	0	3	5.9256983	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2	233	1985.5	39.080318	64.259689	0	12.924742	15.943672	28.391731	26.766346	83.097397	.3571766	64.732773	47.283752	61.559589	8.6529837	7.5859871	10	10	0	0	1	9.7303638	87.30703	0	12.924742	15.9196	31.776913	23.599352	82.497902	.370408	55.207245	43.676224	31.56806	7.6265111	9.6745157	10	10	0	0	1.1111112	9.1069851	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3	233	1995.5	41.704918	66.872131	0	12.924742	15.990197	29.090599	27.305826	83.739799	.34485796	70.421005	47.021172	75.693558	10.388837	2.3015602	10	10	0	0	1	10.246903	64.259689	0	12.924742	15.943672	28.391731	26.766346	83.097397	.3571766	64.732773	47.283752	61.559589	8.6529837	7.5859871	10	10	0	0	1	9.7303638	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4	233	2005.5	34.746929	64.039307	0	12.924742	16.022511	26.548208	26.787279	84.481499	.54958332	89.379562	44.928627	47.821934	12.227612	1.7612914	10	10	0	0	1	10.597383	66.872131	0	12.924742	15.990197	29.090599	27.305826	83.739799	.34485796	70.421005	47.021172	75.693558	10.388837	2.3015602	10	10	0	0	1	10.246903	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3	234	1995.5	25.755066	55.346626	0	10.596635	15.761194	25.84366	21.938839	73.422401	.72494233	71.495995	40.670013	54.81213	11.112523	1.3704261	10	10	0	1	1	10.574183	50.961025	0	10.596635	15.684046	26.33205	20.804127	65.976997	.62034148	71.307381	40.559753	36.74427	9.7800255	3.7486789	10	10	0	1	1	9.9810143	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4	234	2005.5	18.626987	52.344597	0	10.596635	15.823522	23.856867	23.514854	73.484299	.80579275	88.799744	44.885963	62.677189	12.512653	1.1159207	10	10	0	1	1	10.88523	55.346626	0	10.596635	15.761194	25.84366	21.938839	73.422401	.72494233	71.495995	40.670013	54.81213	11.112523	1.3704261	10	10	0	1	1	10.574183	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2	240	1985.5	15.141106	94.232727	.60000002	13.143909	17.774822	55.75647	6.6013131	28.232901	1.9478211	55.227558	48.706993	40.114429	7.9542418	4.4889188	2.3	7	0	1	2.8	6.8527279	85.829773	2	13.143909	17.562721	77.211632	6.4489183	24.094101	2.4212804	42.20126	51.366695	23.25754	6.6714444	8.9375973	-1.3	4.75	.30000001	1	4.8888888	5.950141	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3	240	1995.5	17.998575	93.356888	0	13.143909	17.912804	39.72448	8.6721869	30.3657	.84794503	90.446083	49.953674	20.661377	9.8351383	3.894093	8	8.6999998	0	1	3	7.7072687	94.232727	.60000002	13.143909	17.774822	55.75647	6.6013131	28.232901	1.9478211	55.227558	48.706993	40.114429	7.9542418	4.4889188	2.3	7	0	1	2.8	6.8527279	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4	240	2005.5	20.015873	93.921097	0	13.143909	18.016903	31.697571	11.560003	32.468102	.63011664	127.15366	45.288502	45.865231	11.157278	3.0064118	5.0999999	7.1999998	0	1	3.9000001	8.0265779	93.356888	0	13.143909	17.912804	39.72448	8.6721869	30.3657	.84794503	90.446083	49.953674	20.661377	9.8351383	3.894093	8	8.6999998	0	1	3	7.7072687	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2	246	1985.5	30.659805	100	0	8.542861	13.971728	56.557011	9.1134272	9.5312996	.90909094	81.062363	44.576767	31.299999	7.9519873	6.1866269	8.6999998	8.3999996	0	1	1	8.5388765	100	0	8.542861	13.830056	66.110268	8.777277	11.3201	1.5587244	98.661453	56.951775	14.657366	7.3323712	19.295982	8	7	0	1	2	7.7419701	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2	247	1985.5	27.851095	100	0	11.953501	15.817352	71.44593	7.3350434	54.417099	2.5129833	72.616425	39.816612	47.4464	8.4917612	8.0400772	-6.8000002	2.4000001	1	1	5.3000002	7.2176633	100	0	11.953501	15.567334	83.242958	6.8767619	47.661098	2.2989228	59.897526	42.460339	35.046665	6.977838	8.8522482	-9	1	1	1	6	6.6661477	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3	247	1995.5	29.338837	100	0	11.953501	16.009703	56.111465	9.4845285	61.355801	1.5904382	79.601723	40.128216	59.15937	9.1535501	5.569519	-3.4000001	5.4000001	1	1	5.9000001	7.666934	100	0	11.953501	15.817352	71.44593	7.3350434	54.417099	2.5129833	72.616425	39.816612	47.4464	8.4917612	8.0400772	-6.8000002	2.4000001	1	1	5.3000002	7.2176633	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4	247	2005.5	29.530207	99.452736	0	11.953501	16.102814	38.326691	10.108125	65.079803	1.4103104	94.244598	40.188278	51.135059	9.9225807	3.3263659	-3.9000001	6	1	1	6.4000001	8.1095943	100	0	11.953501	16.009703	56.111465	9.4845285	61.355801	1.5904382	79.601723	40.128216	59.15937	9.1535501	5.569519	-3.4000001	5.4000001	1	1	5.9000001	7.666934	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2	248	1985.5	12.104324	100	2.0999999	13.553665	17.715796	65.914223	6.4996424	52.740898	2.0691326	24.742792	47.635551	36.138531	7.517148	47.211979	5	7.4000001	.30000001	0	3.2	7.6826429	100	0	13.553665	17.502508	75.046082	7.3775659	41.573799	2.3178864	11.31678	53.420776	24.289511	7.007122	35.707642	5.4000001	6.8000002	0	0	2.4444444	7.2867346	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	248	1995.5	20.859892	100	2.7	13.553665	17.90032	53.676025	7.1860127	62.324402	1.5548102	34.977303	42.596737	36.833691	9.3298063	78.354767	7.8000002	7.4000001	0	0	3.8	8.2760687	100	2.0999999	13.553665	17.715796	65.914223	6.4996424	52.740898	2.0691326	24.742792	47.635551	36.138531	7.517148	47.211979	5	7.4000001	.30000001	0	3.2	7.6826429	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	248	2005.5	31.031525	95.644081	0	13.553665	18.043015	42.707111	8.5588713	67.514801	1.3452837	49.15469	43.136063	54.273151	11.059888	17.154617	7	6	0	0	3.0999999	8.7746515	100	2.7	13.553665	17.90032	53.676025	7.1860127	62.324402	1.5548102	34.977303	42.596737	36.833691	9.3298063	78.354767	7.8000002	7.4000001	0	0	3.8	8.2760687	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	256	1985.5	36.768375	76.565895	.1	12.396403	17.851482	29.737659	23.355864	78.333199	.17857143	51.793194	44.321053	47.248589	11.381742	6.5539422	10	10	0	1	1	9.283783	78.189774	0	12.396403	17.840862	36.34206	22.419043	77.809196	0	52.264851	39.136288	52.630421	10.191832	14.113502	10	10	0	1	1	8.38976	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3	256	1995.5	38.96529	86.316612	0	12.396403	17.877634	29.72632	24.36791	78.399803	.34785238	53.619167	47.852116	49.83902	12.51213	2.4529147	10	10	0	1	1	9.9551764	76.565895	.1	12.396403	17.851482	29.737659	23.355864	78.333199	.17857143	51.793194	44.321053	47.248589	11.381742	6.5539422	10	10	0	1	1	9.283783	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4	256	2005.5	41.070282	91.851425	0	12.396403	17.918011	27.231405	24.384775	79.086098	.66138291	57.82093	48.471252	51.490879	13.652783	2.4926989	10	10	0	1	1	10.473839	86.316612	0	12.396403	17.877634	29.72632	24.36791	78.399803	.34785238	53.619167	47.852116	49.83902	12.51213	2.4529147	10	10	0	1	1	9.9551764	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	257	1985.5	22.510895	59.061676	0	16.034714	19.303967	33.00845	18.067265	74.584602	.85144925	18.724325	41.910927	55.17548	12.54205	4.1892748	10	10	1	1	1	9.7701731	95.409241	0	16.034714	19.213169	38.850536	16.400991	73.668297	.93073595	16.078808	40.70488	35.07851	10.762056	6.9097309	10	10	1	1	1	8.9778948	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3	257	1995.5	21.260811	53.693031	0	16.034714	19.409746	33.083126	19.080532	77.411697	1.1549858	22.868008	45.988731	67.257942	13.538354	2.0523541	10	10	1	1	1	10.254683	59.061676	0	16.034714	19.303967	33.00845	18.067265	74.584602	.85144925	18.724325	41.910927	55.17548	12.54205	4.1892748	10	10	1	1	1	9.7701731	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4	257	2005.5	22.317585	62.620686	1.6	16.031435	19.512291	30.656588	18.678282	80.826202	1.0353038	26.43078	46.873493	66.746819	14.621095	2.1436436	10	10	1	1	1	10.645452	53.693031	0	16.034714	19.409746	33.083126	19.080532	77.411697	1.1549858	22.868008	45.988731	67.257942	13.538354	2.0523541	10	10	1	1	1	10.254683	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
