period	cc	year	GG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20	cc21	cc22	cc23	cc24	cc25	cc26	cc27	cc28	cc29	cc30	cc31	cc32	cc33	cc34	cc35	cc36	cc37	cc38	cc39	cc40
8	257	2008	36.206364	68.06311	2	16.028156	19.53241	30.116501	18.936142	81.578201	.66666669	28.504732	46.161671	74.4207	14.897784	1.9323291	10	10	1	1	1	10.731361	57.178261	1.2	16.034714	19.492172	31.196672	18.420424	80.074203	1.4039409	24.356831	47.58532	59.072941	14.344405	2.3549581	10	10	1	1	1	10.559544	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3	258	1983	22.822044	100	0	12.072656	14.907343	42.98801	17.165398	86.473999	.68965518	39.055168	40.933537	63.72768	6.0396028	45.92094	-3.8	2.8	1	0	4.4000001	7.7805805	100	0	12.072656	14.873203	43.39299	16.159201	84.591202	.71428573	36.972679	40.953609	22.29722	5.5540442	56.734058	-7.4000001	1	1	0	5.8000002	7.6467905	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	258	1988	22.959867	97.937126	0	12.072656	14.933797	42.294254	18.113424	88.261398	.66666669	40.259724	40.108265	77.302101	6.2729654	80.26004	9.3999996	10	1	0	1.6	7.8806186	100	0	12.072656	14.907343	42.98801	17.165398	86.473999	.68965518	39.055168	40.933537	63.72768	6.0396028	45.92094	-3.8	2.8	1	0	4.4000001	7.7805805	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5	258	1993	29.299789	89.912994	0	12.072656	14.972312	40.562668	19.338341	89.914398	.64516127	36.672897	40.227005	36.73502	6.9455523	57.657799	10	10	1	0	1.6	8.52946	97.937126	0	12.072656	14.933797	42.294254	18.113424	88.261398	.66666669	40.259724	40.108265	77.302101	6.2729654	80.26004	9.3999996	10	1	0	1.6	7.8806186	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	258	1998	28.754082	95.591957	0	12.072656	15.003279	39.548172	20.507938	91.011803	.625	35.94733	41.091263	36.906658	7.4568715	14.833242	10	10	1	0	1	8.885294	89.912994	0	12.072656	14.972312	40.562668	19.338341	89.914398	.64516127	36.672897	40.227005	36.73502	6.9455523	57.657799	10	10	1	0	1.6	8.52946	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7	258	2003	24.864895	100	0	12.072656	15.009433	38.562763	21.267534	91.684998	0	49.690403	42.122612	80.473717	7.6269207	8.9534979	10	10	1	0	1	8.428689	95.591957	0	12.072656	15.003279	39.548172	20.507938	91.011803	.625	35.94733	41.091263	36.906658	7.4568715	14.833242	10	10	1	0	1	8.885294	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2	262	1978	16.194618	100	0	13.690004	16.467344	75.582092	5.6282444	77.825401	2.9670329	56.792603	42.101692	13.741734	6.1970797	13.898988	9	10	1	0	1	8.153471	100	0	13.690004	16.281622	84.176315	5.6023636	74.212402	3.4848485	48.08503	42.766537	6.2095923	7.146666	15.910456	9	10	1	0	2	7.5206265	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	262	1983	20.560974	100	0	13.690004	16.599442	69.342522	5.7484384	80.829002	2.5833333	45.692043	44.409485	23.76074	7.0630517	9.6517296	9	10	1	0	1	8.3619938	100	0	13.690004	16.467344	75.582092	5.6282444	77.825401	2.9670329	56.792603	42.101692	13.741734	6.1970797	13.898988	9	10	1	0	1	8.153471	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	262	1988	19.684895	100	0	13.690004	16.748581	66.249519	6.1106825	83.340401	3.3402133	50.611729	42.063255	52.001362	7.3716922	37.675896	9	10	1	0	1	7.8891401	100	0	13.690004	16.599442	69.342522	5.7484384	80.829002	2.5833333	45.692043	44.409485	23.76074	7.0630517	9.6517296	9	10	1	0	1	8.3619938	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	262	1993	20.180536	100	0	13.690004	16.868883	62.27269	6.6619506	86.105598	1.9523809	54.957973	42.191032	62.718834	8.5576839	39.198021	8.1999998	9.1999998	1	0	2.5999999	7.9465995	100	0	13.690004	16.748581	66.249519	6.1106825	83.340401	3.3402133	50.611729	42.063255	52.001362	7.3716922	37.675896	9	10	1	0	1	7.8891401	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6	262	1998	20.742666	100	0	13.690004	16.959139	56.825775	7.1867685	88.861397	1.7786561	48.790451	45.858925	41.399738	10.204988	45.696178	7.5999999	9	1	0	2.5999999	8.2620583	100	0	13.690004	16.868883	62.27269	6.6619506	86.105598	1.9523809	54.957973	42.191032	62.718834	8.5576839	39.198021	8.1999998	9.1999998	1	0	2.5999999	7.9465995	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
7	262	2003	26.397299	100	0	13.690004	17.065466	51.215034	7.5885062	91.102203	2.402564	51.357758	44.966774	41.378738	10.626535	27.902281	6	7	1	0	3.2	8.3543253	100	0	13.690004	16.959139	56.825775	7.1867685	88.861397	1.7786561	48.790451	45.858925	41.399738	10.204988	45.696178	7.5999999	9	1	0	2.5999999	8.2620583	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
